row,id,name,distance,notes
1532,N38 Vir,,19.12,"astrometric companion? in CNS91; LHS79 companion not confirmed/refuted; CNS69 ""VA"
1533,N14 Lyn,,19.14,
1534,N27 Peg,,19.17,
1535,N17 Pup,,19.19,
1536,N17 Pup B,,19.19,
1537,N13 Sgr,,19.19,
1538,N15 Per,,19.19,
1539,N28 Peg,,19.19,
1540,N1 Cha,,19.2,
1541,N37 Eri,,19.2,
1542,N16 CVn,,19.2,
1543,N16 CVn B,,19.2,
1544,N47 Her,,19.22,
1545,N47 Her B,,19.22,
1546,N21 Gem,,19.22,
1547,N26 Tau,,19.23,
1548,N29 Psc,,19.23,
1549,N9 Tuc,,19.24,
1550,N7 Vul,,19.25,
1551,N18 Pup,,19.26,SB 0.14 days in YPC
1552,N18 Pup B,,19.26,
1553,N39 Vir,Wolf 534,19.27,
1554,N7 CrB,Ross 806,19.27,
1555,N7 CrB B,,19.27,
1556,N23 And,,19.27,
1557,N4 Pic,,19.27,
1558,N28 Cen,,19.27,SB 9.94 days in YPC
1559,N28 Cen B,,19.27,
1560,N48 Her,Ross 812,19.28,
1561,N31 Aqr,,19.3,
1562,N24 And,,19.31,
1563,N10 Tuc,,19.31,
1564,N11 Tuc,,19.32,
1565,N26 Ori,,19.32,
1566,N26 Ori B,,19.32,
1567,N19 Cnc,,19.32,
1568,N19 Cnc B,,19.32,
1569,N50 UMa,,19.33,
1570,N19 Aql,Wolf 865,19.33,
1571,N7 Ant,,19.34,
1572,N7 Ant B,,19.34,CNS79 companion confirmed via 2 DSS epochs
1573,N38 Eri,,19.34,
1574,N17 Cyg,,19.39,
1575,N17 Cyg B,,19.39,
1576,N15 Aur,,19.39,
1577,N5 Col,,19.39,
1578,N22 Gem,,19.39,
1579,N16 Mon,,19.39,
1580,N16 Mon B,,19.39,from HIP
1581,N20 Aql,,19.4,
1582,N20 Aql B,,19.4,
1583,N14 Sgr,,19.4,FIX DEC TO BE -30 52 04
1584,N32 Aqr,,19.41,
1585,N6 Col,,19.41,
1586,N27 Tau,Ross 59,19.42,
1587,N36 Oph,,19.42,
1588,N39 Eri,,19.43,
1589,N33 Aqr,,19.44,
1590,N33 Aqr B,,19.44,
1591,N39 Cet,,19.45,
1592,N39 Cet B,,19.45,
1593,N7 PsA,,19.45,
1594,N2 Cha,,19.45,
1595,N28 Tau,,19.46,
1596,N29 Peg,,19.46,
1597,N37 Oph,,19.46,
1598,N23 Gem,Ross 878,19.47,
1599,N40 Cet,,19.49,
1600,N4 Sge,,19.5,
1601,N4 Sge B,Ross 734,19.5,
1602,N16 Lib,,19.53,
1603,N39 Boo,,19.53,
1604,N19 Pup,Ross 429,19.55,
1605,N17 Cep,,19.56,
1606,N17 Cep B,,19.56,
1607,N40 Boo,,19.57,
1608,N10 Ara,,19.57,
1609,N7 Dor,,19.57,
1610,N51 UMa,,19.58,SB 16.24 days in YPC
1611,N51 UMa B,,19.58,
1612,N40 Vir,,19.58,
1613,N4 UMi,,19.59,
1614,N29 Tau,,19.61,
1615,N40 Dra,Wolf 1409,19.61,
1616,N27 Ori,,19.63,
1617,N4 Pyx,,19.63,"CNS91 ""SB"" not confirmed/refuted"
1618,N4 Pyx B,,19.63,assume SB in CNS91 is visual component
1619,N5 Tri,Atria,19.65,SB 1.8 days in YPC; additional components in YP
1620,N5 Tri B,,19.65,
1621,N41 Vir,,19.66,
1622,N25 And,,19.67,
1623,N15 Lyn,,19.69,
1624,N34 Hya,,19.69,
1625,N52 UMa,,19.69,
1626,N17 Lib,,19.69,
1627,N38 Oph,,19.69,
1628,N38 Oph B,,19.69,from HIP; imaged companion in HIP
1629,N1 Cru,,19.69,"SB in CNS91; CNS91 ""SB"" not confirmed/refuted"
1630,N5 Hyi,,19.7,
1631,N41 Boo,,19.7,
1632,N41 Cet,,19.72,
1633,N30 Psc,,19.72,Sources/flux missing from orig NSTARS. Has 2 exoplanets.
1634,N28 Cas,,19.72,
1635,N53 UMa,,19.72,
1636,N42 Vir,,19.72,
1637,N18 Cyg,,19.72,HIP number; no parallax
1638,N7 Gru,,19.72,
1639,N35 Hya,,19.75,
1640,N35 Hya B,,19.75,
1641,N10 Hor,,19.76,
1642,N10 Hor B,,19.76,
1643,N18 Cep,,19.76,
1644,N34 Aqr,,19.77,
1645,N34 Aqr B,,19.77,
1646,N30 Tau,,19.77,
1647,N12 Ari,,19.79,
1648,N12 Ari B,,19.79,from HIP
1649,N12 Ari C,,19.79,
1650,N21 Aql,,19.8,
1651,N54 UMa,,19.81,SB 12.92 days in YPC; SB in YPC
1652,N54 UMa B,,19.81,spectroscopic companion
1653,N42 Boo,,19.81,
1654,N43 Vir,,19.82,
1655,N5 CMa,,19.83,
1656,N12 Pav,,19.86,
1657,N30 Peg,Wolf 953,19.87,
1658,N28 Ori,,19.88,
1659,N28 Ori B,,19.88,from HIP
1660,N22 Aql,,19.88,"HIP no parallax but investigations done since; CNS91 ""VAR"" refuted by Tok92"
1661,N22 Aql B,,19.88,
1662,N12 Scl,,19.88,
1663,N9 Tel,,19.89,
1664,N10 Car,,19.9,
1665,N10 Car B,,19.9,
1666,N36 Hya,,19.9,
1667,N10 Crt,,19.91,
1668,N11 Crt,,19.91,
1669,N11 Crt B,,19.91,
1670,N16 Lyn,,19.92,
1671,N26 And,,19.92,
1672,N16 Per,Ross 346,19.92,
1673,N23 Aql,,19.94,
1674,N19 Cep,,19.96,
1675,N10 Phe,,19.96,
1676,N49 Her,,19.96,
1677,N11 Car,,19.98,
1678,N9 Lep,,19.98,
1679,N9 Lep B,,19.98,
1680,N13 Ari,Ross 791,20,
1681,N5 Del,Ross 257,20.01,
1682,N41 Dra,,20.02,
1683,N31 Tau,Aldebaran,20.02,
1684,N31 Tau B,Aldebaran B,20.02,
1685,N29 Cen,,20.02,
1686,N43 Boo,,20.04,
1687,N17 CVn,Ross 991,20.04,
1688,N42 Dra,,20.06,
1689,N20 Cep,,20.06,
1690,N29 Ori,,20.07,
1691,N24 Cam,,20.08,
1692,N24 Cam B,,20.08,
1693,N8 Vul,,20.08,
1694,N10 Tel,,20.08,
1695,N31 Peg,,20.08,
1696,N17 Sco,,20.09,
1697,N40 Eri,,20.11,
1698,N40 Eri B,,20.11,from HIP
1699,N30 Cen,,20.12,
1700,N30 Cen B,,20.12,
1701,N2 Cru,,20.12,
1702,N14 Ari,Hamal,20.12,
1703,N3 Cae,,20.13,
1704,N3 Cae B,,20.13,
1705,N17 Ser,,20.13,
1706,N12 Crt,,20.15,Has CPM companion
1707,N12 Crt B,LP 793-34,20.15,Take plx from CPM companion
1708,N39 Oph,,20.15,
1709,N9 Vul,,20.16,"CNS91 ""VAR"" not confirmed/refuted but SB? in Duq"
1710,N32 Peg,,20.16,
1711,N32 Peg B,,20.16,
1712,N20 Cnc,,20.17,
1713,N20 Cnc B,,20.17,
1714,N37 Hya,,20.2,
1715,N13 Pav,,20.22,is YPC 5119.00 real?
1716,N18 Lib,,20.23,SB1 in Tok91
1717,N18 Lib B,,20.23,
1718,N18 Lib C,,20.23,spectroscopic companion
1719,N18 Lib D,,20.23,same as YPC 3488.11
1720,N19 Cyg,,20.23,
1721,N17 Lyn,,20.24,
1722,N17 Lyn B,,20.24,
1723,N29 Leo,Ross 84,20.24,
1724,N55 UMa,,20.24,
1725,N35 Aqr,,20.26,
1726,N24 Gem,,20.29,also in CNS69; CNS69 companions not in CNS91; refuted via 2 DSS
1727,N8 Dor,,20.3,
1728,N29 Cas,,20.32,
1729,N43 Dra,,20.33,
1730,N20 Cyg,,20.33,SB? in CNS91;
1731,N20 Cyg B,,20.33,
1732,N20 Cyg C,,20.33,
1733,N12 Tuc,,20.33,
1734,N3 Aps,,20.35,
1735,N36 Aqr,,20.35,
1736,N33 Peg,,20.35,
1737,N16 Aur,,20.37,
1738,N13 Tuc,,20.4,not combined with NS 0115-6849 because of mismatch
1739,N13 Tuc B,,20.4,
1740,N13 Tuc C,,20.4,not combined with NS 0115-6852 because of mismatch
1741,N13 Tuc D,,20.4,
1742,N24 Aql,,20.4,
1743,N32 Tau,,20.41,
1744,N41 Eri,,20.43,
1745,N44 Vir,,20.43,
1746,N21 Cnc,,20.44,
1747,N31 Cen,,20.45,
1748,N56 UMa,,20.45,
1749,N5 Pic,,20.45,
1750,N57 UMa,,20.46,
1751,N57 UMa B,,20.46,
1752,N38 Hya,Wolf 623,20.47,
1753,N40 Oph,,20.47,
1754,N14 Pav,,20.47,
1755,N14 Tuc,,20.48,
1756,N12 For,,20.49,
1757,N15 Ari,,20.49,
1758,N22 Cnc,,20.49,
1759,N30 Leo,,20.5,
1760,N17 Aur,,20.53,HIP number; no parallax
1761,N17 Aur B,,20.53,
1762,N42 Eri,,20.54,
1763,N18 Lyn,,20.54,
1764,N50 Her,,20.54,
1765,N5 Sge,Wolf 873,20.54,
1766,N5 Sge B,,20.54,
1767,N42 Cet,,20.55,SB 2.1 days in YPC
1768,N42 Cet B,,20.55,
1769,N42 Cet C,,20.55,
1770,N5 Mic,,20.55,
1771,N45 Vir,Wolf 1487,20.57,
1772,N43 Cet,,20.58,
1773,N15 Tuc,,20.58,
1774,N18 Aur,,20.58,
1775,N44 Boo,,20.58,
1776,N33 Tau,,20.62,
1777,N18 Ser,Ross 512,20.62,
1778,N21 Cyg,,20.62,
1779,N34 Tau,,20.66,
1780,N18 CVn,,20.66,
1781,N44 Dra,,20.67,
1782,N44 Dra B,,20.67,
1783,N10 Vul,,20.67,FIX DEC TO BE +29 23 03
1784,N58 UMa,,20.67,
1785,N35 Tau,,20.68,
1786,N22 Cyg,,20.7,CPM with HIP 97222
1787,N22 Cyg B,,20.7,
1788,N22 Cyg C,,20.7,CPM companion with 17 Cygni.
1789,N22 Cyg D,,20.7,
1790,N21 Cep,,20.7,
1791,N8 Gru,,20.7,
1792,N8 Gru B,,20.7,
1793,N45 Dra,,20.71,speckle companion? in YPC; SB2 in Sta86
1794,N45 Dra B,,20.71,spectroscopic companion
1795,N4 Equ,,20.71,
1796,N45 Boo,Ross 835,20.72,SIMBAD says it is binary (Hipparcos multiple flag = G)
1797,N31 Psc,,20.72,
1798,N31 Psc B,,20.72,
1799,N46 Vir,,20.72,
1800,N46 Vir B,,20.72,
1801,N41 Oph,,20.72,
1802,N27 And,,20.73,
1803,N16 Ari,Wolf 87,20.73,
1804,N13 For,,20.74,HIP says multiple
1805,N34 Peg,,20.75,
1806,N47 Vir,,20.76,
1807,N44 Cet,,20.76,
1808,N23 Cnc,Wolf 324,20.76,
1809,N9 Gru,,20.77,
1810,N32 Psc,,20.79,
1811,N19 CVn,,20.79,
1812,N6 Pic,,20.79,
1813,N17 Mon,,20.8,
1814,N17 Mon B,,20.8,
1815,N5 Crv,,20.8,
1816,N10 Ind,,20.81,
1817,N6 Crv,,20.82,
1818,N39 Hya,,20.82,
1819,N14 For,,20.83,
1820,N36 Tau,,20.83,
1821,N6 Del,,20.85,
1822,N6 Del B,,20.85,
1823,N15 Sgr,,20.86,
1824,N16 Sgr,,20.88,"CNS91 ""VAR"" not confirmed/refuted"
1825,N13 Crt,,20.89,
1826,N6 Sge,,20.91,SB 21.95 days in YPC; additional components in; SB in Alb33
1827,N6 Sge B,,20.91,spectroscopic companion
1828,N14 Cap,,20.91,
1829,N24 Cnc,,20.92,
1830,N35 Peg,,20.92,
1831,N46 Dra,,20.92,SB 3.07 days in YPC
1832,N46 Dra B,,20.92,
1833,N30 Cas,,20.95,
1834,N30 Cas B,,20.95,
1835,N25 Cnc,,20.96,
1836,N25 Cnc B,,20.96,
1837,N59 UMa,,20.96,
1838,N48 Vir,,20.97,
1839,N48 Vir B,,20.97,
1840,N25 Cam,,20.98,
1841,N28 And,,20.98,
1842,N12 Car,,20.99,
1843,N31 Cas,,20.99,
1844,N46 Boo,,21,
1845,N25 Gem,Ross 60,21.01,
1846,N11 Ind,,21.02,
1847,N37 Aqr,,21.02,
1848,N26 Cam,,21.03,
1849,N33 Psc,,21.03,
1850,N15 Cap,,21.03,
1851,N37 Tau,,21.05,
1852,N37 Tau B,,21.05,
1853,N32 Cen,,21.05,
1854,N36 Peg,,21.05,
1855,N6 Lac,,21.05,
1856,N10 Vel,,21.07,
1857,N10 Vel B,,21.07,from HIP; imaged companion in HIP
1858,N47 Dra,,21.07,
1859,N47 Dra B,,21.07,
1860,N5 Oct,,21.08,SB 1020 days in YPC; SB in Chr36
1861,N5 Oct B,,21.08,spectroscopic companion
1862,N32 Cas,Ross 9,21.09,
1863,N48 Dra,,21.1,
1864,N38 Aqr,,21.11,
1865,N38 Aqr B,,21.11,
1866,N37 Peg,,21.11,
1867,N23 Cyg,,21.14,
1868,N39 Aqr,,21.14,Possibly not within 25pc: Haw96 gives 80pc.
1869,N17 Ari,,21.15,
1870,N30 Ori,,21.16,
1871,N42 Oph,,21.16,
1872,N17 Per,,21.16,check parallaxes
1873,N17 Per B,,21.16,check parallaxes
1874,N17 Per C,,21.16,check parallaxes
1875,N7 Del,,21.16,
1876,N31 Leo,,21.16,
1877,N20 Pup,,21.18,
1878,N7 Crv,,21.19,"imaged companion in HIP but HIP says ""component"
1879,N49 Vir,,21.21,
1880,N43 Eri,,21.23,
1881,N26 Gem,,21.23,
1882,N18 Sco,,21.23,
1883,N11 Tel,,21.23,
1884,N22 Cep,,21.23,
1885,N19 Ser,Ross 142,21.25,
1886,N18 Ari,,21.25,
1887,N44 Eri,,21.25,
1888,N44 Eri B,,21.25,from HIP; imaged companion in HIP
1889,N27 Gem,,21.25,
1890,N20 CVn,,21.25,
1891,N45 Cet,,21.26,
1892,N38 Peg,,21.26,
1893,N38 Peg B,,21.26,
1894,N33 Cas,,21.27,
1895,N18 Per,,21.28,
1896,N40 Hya,,21.28,
1897,N40 Hya B,,21.28,from HIP; imaged companion in HIP
1898,N50 Vir,Ross 1044,21.28,
1899,N27 Cam,,21.3,
1900,N32 Leo,,21.3,
1901,N40 Aqr,,21.31,
1902,N34 Cas,,21.32,
1903,N34 Psc,,21.32,Binary c.f. Maxted et. al. (2000). PM in GCTP and CNS3/USNO disagree: using CNS3.
1904,N34 Psc B,,21.32,Spectroscopically detected close DC white dwarf companion (Maxted et al. 2000) 
1905,N9 Sex,,21.37,"SB? in CNS91; CNS91 ""VAR"" not confirmed/refuted"
1906,N17 Sgr,Ross 727,21.37,
1907,N13 Scl,,21.37,
1908,N13 Scl B,,21.37,
1909,N13 Scl C,,21.37,
1910,N20 Ser,,21.39,
1911,N28 Cam,,21.39,
1912,N28 Cam B,,21.39,from HIP
1913,N29 And,,21.4,
1914,N60 UMa,,21.4,
1915,N35 Psc,,21.4,
1916,N51 Vir,Syrma,21.4,
1917,N51 Her,,21.41,
1918,N24 Cyg,Wolf 945,21.41,
1919,N41 Aqr,,21.41,
1920,N4 Ret,,21.42,
1921,N4 Ret B,,21.42,
1922,N11 Phe,,21.43,
1923,N43 Oph,,21.44,B in CNS69 not in CNS91; additional components; CNS69 companion not in CNS91
1924,N21 Ser,,21.45,SB1 in Duq91
1925,N21 Ser B,,21.45,spectroscopic companion
1926,N41 Hya,,21.45,
1927,N7 Lac,,21.45,
1928,N7 Lac B,,21.45,
1929,N11 Hor,,21.49,
1930,N29 Cam,,21.49,
1931,N52 Her,,21.49,SB 2.88 days in YPC
1932,N52 Her B,,21.49,
1933,N31 Ori,,21.5,
1934,N33 Leo,Wolf 386,21.5,
1935,N46 Cet,,21.51,
1936,N39 Peg,,21.51,
1937,N10 Lep,,21.51,
1938,N25 Cyg,,21.51,
1939,N25 Cyg B,,21.51,
1940,N42 Aqr,,21.52,
1941,N16 Cap,,21.53,
1942,N47 Cet,,21.54,
1943,N26 Cyg,,21.55,
1944,N26 Cyg B,,21.55,
1945,N38 Tau,,21.55,
1946,N49 Dra,,21.55,
1947,N15 Pav,,21.56,
1948,N42 Hya,,21.57,
1949,N10 Sex,,21.57,
1950,N35 Cas,,21.58,
1951,N12 Phe,,21.59,
1952,N22 Ser,,21.59,
1953,N28 Gem,,21.6,
1954,N52 Vir,,21.6,
1955,N52 Vir B,,21.6,
1956,N6 Mic,,21.6,
1957,N11 Vul,,21.61,
1958,N26 Cnc,,21.61,
1959,N45 Eri,,21.63,
1960,N6 Tri,,21.65,
1961,N6 Tri B,,21.65,
1962,N6 Tri C,,21.65,
1963,N39 Tau,,21.65,
1964,N53 Vir,Ross 847,21.65,
1965,N53 Vir B,,21.65,from HIP
1966,N27 Cyg,,21.65,
1967,N33 Cen,,21.65,
1968,N33 Cen B,,21.65,
1969,N44 Oph,,21.65,
1970,N21 CVn,,21.65,
1971,N36 Psc,,21.66,
1972,N36 Psc B,,21.66,from HIP
1973,N7 Pic,,21.67,
1974,N7 Pic B,,21.67,from HIP
1975,N43 Hya,,21.67,
1976,N8 CrB,,21.67,SIMBAD lists possible fifth component
1977,N8 CrB B,,21.67,
1978,N8 CrB C,,21.67,
1979,N8 CrB D,,21.67,
1980,N48 Cet,,21.69,
1981,N23 Cep,,21.69,
1982,N11 Ara,,21.7,check parallaxes
1983,N61 UMa,,21.72,
1984,N37 Psc,,21.72,
1985,N44 Hya,,21.73,CPM with G 113-043
1986,N44 Hya B,,21.73,CPM companion with G 113-042. Take plx from A comp
1987,N27 Cnc,,21.73,
1988,N45 Oph,,21.74,
1989,N16 Pav,,21.74,
1990,N45 Hya,,21.76,
1991,N21 Pup,,21.77,
1992,N53 Her,Ross 709,21.78,
1993,N19 Lyn,,21.79,
1994,N9 CrB,,21.79,
1995,N54 Her,,21.79,
1996,N40 Tau,,21.8,
1997,N46 Oph,,21.8,"CNS91 ""SB?"" refuted in Tok92"
1998,N12 Ind,,21.8,
1999,N15 For,,21.81,
2000,N15 For B,,21.81,
2001,N50 Dra,,21.81,
2002,N29 Gem,,21.82,
2003,N16 For,,21.82,
2004,N14 Scl,,21.82,
2005,N38 Psc,,21.83,
2006,N17 For,,21.84,
2007,N16 Tuc,,21.84,
2008,N62 UMa,,21.85,
2009,N19 Sco,,21.87,
2010,N6 Hyi,,21.87,"CNS91 ""VAR"" not confirmed/refuted"
2011,N11 Vel,,21.87,
2012,N19 Lib,,21.88,
2013,N55 Her,,21.88,
2014,N20 Lyn,,21.88,
2015,N12 Ara,,21.88,
2016,N49 Cet,,21.89,
2017,N49 Cet B,,21.89,from HIP; also in YPC
2018,N22 CVn,,21.89,
2019,N43 Aqr,,21.89,
2020,N13 Phe,,21.9,
2021,N30 And,,21.91,
2022,N40 Peg,,21.91,
2023,N20 Sco,,21.92,
2024,N41 Peg,,21.93,
2025,N14 Phe,,21.93,
2026,N50 Cet,,21.93,
